BARCODE	BRAND	DESCRIP	TYPE	SIZE	PRICE_C	QTY_ON_HND
MZG750	MONTEZUMA GOLD	TEQUILA	TEQUILA	750ml	11.49	
08292834805	MONTEZUMA GOLD	TEQUILA	TEQUILA	750ml	11.49	
LUCGOLD	LUC BELAIRE	BRUT GOLD	WINE-CHAMPAGNE	750ml	34.49	8
81349700703	LUC BELAIRE	BRUT GOLD	WINE-CHAMPAGNE	750ml	34.49	8
04095137511	ST SUPERY N VALLEY	SAUVIGNON BLANC	WINE-CAL SAUVIGNON BLANC	750ml	18.39	
08292823614	INVERHOUSE	SCOTCH	WHIS-SCOTCH	750ml	12.64	1
08292821435	FLEISCHMANNS	VODKA	VODKA-AMERICAN	750ml	10.34	
08292821025	FLEISCHMANNS	GIN	GIN-IMPORTED	750ml	10.34	
85968200601	ROCK N ROLL CRISTALINO	ANEJO TEQUILA	TEQUILA	750ml	58.64	
85968200602	ROCK N ROLL	MANGO TEQUILA	TEQUILA	750ml	43.69	
81883800184	PUERTO VIEJO	PINOT NOIR	WINE-CHILE	750ML	11.49	
08900001907	MR BOSTON	AMARETO	LIQUOR-MISC	1.0L	8.04	3
04850000002	TROPICANA	TORONJA	JUICE	32oz	5.74	
04023241555	FOUR ROSES	BOURBON	WHIS-AMERICAN	750ml	22.99	
04006340040	FOUR ROSES	BOURBON	WHIS-AMERICAN	750ml	22.99	
63298720161	SANTA MARGHERITA	ROSE SPARKLING	WINE-ITALY	.750L	28.74	
01297699055	ANNA CODORNIU	BRUT ROSE	SPARK WINE-IMPORTED	750ml	13.79	
01297626101	ANNA CODORNIU	BLANC DE BLANC BRUT R	SPARK WINE-IMPORTED	750ml	12.64	
01297699100	ANNA CODORNIU	DULCE ANNA	SPARK WINE-IMPORTED	750ml	12.64	
355339	BERTRAND COTES DES ROSES	ROSE	WINE-FRENCH RED	.750L	19.54	
81214702008	BERTRAND COTES DES ROSES	ROSE	WINE-FRENCH RED	.750L	19.54	
464220	FLEURS DE PRAIRIE	ROSE	WINE-FRENCH RED	.750L	18.39	
03125900258	FLEURS DE PRAIRIE	ROSE	WINE-FRENCH RED	.750L	18.39	
M47	MONKEY 47	GIN	GIN-IMPORTED	375ml	51.74	
08308941035	MONKEY 47	GIN	GIN-IMPORTED	375ml	51.74	
08043229667	RICARD	ANISE	LIQUOR-MISC	750ml	40.24	
4.71009E+11	KAVALAN BOURBON OAK	SIGLE MALT	WHIS-JAPANESE	.750L	127.64	
4.71009E+12	KAVALAN BOURBON OAK	SIGLE MALT	WHIS-JAPANESE	.750L	127.64	
81153801733	STRANAHAN'S	SHERRY CASK	WHIS-AMERICAN	750ml	91.99	2
08524650035	MAKER'S MARK	CASK STRENGTH	WHIS-AMERICAN	.750L	52.89	
08043211219	JAMESON CASKMATE IPA EDITION	IRISH WHISKY	WHIS-IRISH	750ML	36.79	3
484274	RUFFINO IL DUCALE	PINOT GRIGIO	WINE-ITALY	.750L	20.69	
08308542021	RUFFINO IL DUCALE	PINOT GRIGIO	WINE-ITALY	.750L	20.69	
18012700010	ZICO	COCONUT WATER	SODAS	1.0L	3.44	
81218602042	ZICO	COCONUT WATER	SODAS	1.0L	3.44	
PVW23	VAN WINKLE PAPPYS	SPECIAL RESEVE 23 YRS	WHIS-AMERICAN	750ml	4139.99	
C8R	TEQUILA OCHO	TEQUILA REPOSADO	TEQUILA	.750L	64.39	4
89862700131	TEQUILA OCHO	TEQUILA REPOSADO	TEQUILA	.750L	64.39	4
T8S	TEQUILA OCHO	TEQUILA SILVER	TEQUILA	.750L	52.89	
89862700130	TEQUILA OCHO	TEQUILA SILVER	TEQUILA	.750L	52.89	
08807618136	JOHNNIE WALKER GOLD	GOLD 18 YRS	WHIS-SCOTCH	750ML	118.44	4
08043256017	WILD TURKEY	HONEY	WHIS-AMERICAN	75OML	25.29	
72105981750	WILD TURKEY	HONEY	WHIS-AMERICAN	75OML	25.29	
8.51767E+11	MIDNIGHT MOON	BLUBERRY	WHIS-AMERICAN	750ml	26.44	
85176700119	MIDNIGHT MOON	BLUBERRY	WHIS-AMERICAN	750ml	26.44	
BVGING	BELVEDERE	VODKA GINGER	VODKA-IMPORTED	750ML	28.74	
08175383007	BELVEDERE	VODKA GINGER	VODKA-IMPORTED	750ML	28.74	
WW	WIDOW JANE	BOURBON STRAIGHT	WHIS-AMERICAN	750ml	78.19	10
85628200531	WIDOW JANE	BOURBON STRAIGHT	WHIS-AMERICAN	750ml	78.19	10
1792175	1792 REDGEMONT	SMALL BATCH	WHIS-AMERICAN	1.75L	63.24	
08066000119	1792 REDGEMONT	SMALL BATCH	WHIS-AMERICAN	1.75L	63.24	
MCLLN.3	MACALLAN EDICION	EDICION NO 3	WHIS-SCOTCH	750ML	804.99	
81206602194	MACALLAN EDICION	EDICION NO 3	WHIS-SCOTCH	750ML	804.99	
KBBN	KENTUCKY OWL 10 YR	BOURBON BATCH #11	WHIS-AMERICAN	750ml	436.99	5
85736100700	KENTUCKY OWL 10 YR	BOURBON BATCH #11	WHIS-AMERICAN	750ml	436.99	5
01591702696	FREEMARK ABBEY	CABERNET SAUVIGNON	WINE-CAL CABERNET SAVIGNON	750ml	63.24	
08469247154	SEQUOIA GROVE	CABERNET SAUVIGNON	WINE-CAL CABERNET SAVIGNON	750ml	45.99	2
0123933	CAMEL	CRUSH MENTOL	CIGARETTES	PACK	13.44	4
123933	CAMEL	CRUSH MENTOL	CIGARETTES	PACK	13.44	4
89819300160	VECCHIA ROMAGNA	BRANDY	BRANDY-IMPORTED	750ML	31.04	
08200000396	SMIRNOFF	RASPBERRY	VODKA-AMERICAN	750ML	13.79	18
0873695034	MOUNT GAY	SILVER	RUM-IMPORTED	1.75L	45.99	
81153801359	MATUSALEN	RUM 23 YEARS	RUM-IMPORTED	.750L	57.49	
DALUCA	DA LUCA	PINOT GRIGIO	WINE-ITALY-PINOT GRIGIO	750ml	14.94	2
02285105506	CARLOS 1	BRANDY DE JERES	BRANDY-IMPORTED	750ml	44.84	
VETERANO	VETERANO	BRANDY DE JEREZ	BRANDY-IMPORTED	.750L	14.94	
02285103201	VETERANO	BRANDY DE JEREZ	BRANDY-IMPORTED	.750L	14.94	
89899900050	VITA COCO	COCO WATHER	SODAS	1.0L	5.74	
89899901238	VITA COCO	COCO WATHER	SODAS	1.0L	5.74	
ROSE1.75	THREE OLIVES	ROSE	VODKA-IMPORTED	1.75L	31.04	1
81153801795	THREE OLIVES	ROSE	VODKA-IMPORTED	1.75L	31.04	1
08112820160	COOPERS CRAFT	BOURBON	WHIS-AMERICAN	50ml	1.07	
08112800160	COOPERS CRAFT	BOURBON	WHIS-AMERICAN	50ml	1.07	
M12PK	MODELO ESPECIAL	12-PK BOTELLAS	BEER	12oz	24.71	50
08066095757	MODELO ESPECIAL	12-PK BOTELLAS	BEER	12oz	24.71	50
PAVIL	COPPOLA DIAMOND	PAVILLON	WINE-CAL CHARDONNAY	.750L	20.69	
73995808520	COPPOLA DIAMOND	PAVILLON	WINE-CAL CHARDONNAY	.750L	20.69	
264796	PATRON	GRAND PLATINUM	TEQUILA	375ml	97.74	
3542	BURNETT'S  PET	VODKA	VODKA-AMERICAN	750ML	10.34	
289576	ILEGAL MEZCAL	MEZCAL JOVEN	TEQUILA	750ml	42.54	4
08974475735	ILEGAL MEZCAL	MEZCAL JOVEN	TEQUILA	750ml	42.54	4
05149722880	ILEGAL MEZCAL	MEZCAL JOVEN	TEQUILA	750ml	42.54	4
900608	BAILEYS	STRAWBERRY CREAM	IRISH CREAM	750ML	33.34	13
08676770483	BAILEYS	STRAWBERRY CREAM	IRISH CREAM	750ML	33.34	13
194500	SOMBRA	MEZCAL	TEQUILA	750ml	37.94	
08941900210	CAPARZO	SANGIOVENSE	WINE-ITALY	750ml	11.49	
4.90423E+12	NIKKA MIYAGIKYO	SINGLE MALT	WHIS-JAPANESE	.750L	112.69	3
4.90423E+11	NIKKA MIYAGIKYO	SINGLE MALT	WHIS-JAPANESE	.750L	112.69	3
JU18	JURA	ORIGIN 18 YRS	WHIS-SCOTCH	750ml	149.49	
08764711328	JURA	ORIGIN 18 YRS	WHIS-SCOTCH	750ml	149.49	
08427998810	RISATA PINK	MOSCATO D' ASTI	SPARK WINE-IMPORTED	750ml	17.24	13
08068601608	KNOB CREEK 7YR	RYE	WHIS-AMERICAN	750ml	45.99	3
08068603503	KNOB CREEK 7YR	RYE	WHIS-AMERICAN	750ml	45.99	3
08068601674	KNOB CREEK 7YR	RYE	WHIS-AMERICAN	750ml	45.99	3
08068600442	KNOB CREEK 7YR	RYE	WHIS-AMERICAN	750ml	45.99	3
08273475424	TRIVENTO AMADO SUR	MALBEC	WINE-ARGENTINA	750ml	16.09	
08901601726	CAPRICCIO	SANGRIA	WINE-SPAIN	750ml	11.49	
87671802226	TRUETAP CORKSCREW	DOUBLE-HINGED	MISC	UNIT	6.89	30
87671802225	TRUETAP CORKSCREW	DOUBLE-HINGED	MISC	UNIT	6.89	30
87671802726	TRUETAP CORKSCREW	DOUBLE-HINGED	MISC	UNIT	6.89	30
87671800501	TRUETAP CORKSCREW	DOUBLE-HINGED	MISC	UNIT	6.89	30
84209417381	TRUETAP CORKSCREW	DOUBLE-HINGED	MISC	UNIT	6.89	30
87671800344	SHIMMER	METALLIC BOTTLE PENS	MISC	UNIT	7.58	5
87671802943	BIG JIG	DOUBLE JIGGER	MISC	UNIT	8.04	11
87671804569	BLACK STRIPES	MIDIUM GIFT BAG	MISC	UNIT	4.59	
87671802146	WINE POEM	WINE BAG	MISC	UNIT	2.15	
87671804730	TEXUDO DOTS	GIFT BAG 1.5L	MISC	UNIT	4.59	
84209415028	ASSORTED METALIC	GIFT BAG	MISC	UNIT	3.44	
200VSOP	D'USSE	VSOP	COGNAC	200ml	20.69	7
08048098319	D'USSE	VSOP	COGNAC	200ml	20.69	7
08515600375	KETEL ONE	CITRON	VODKA-IMPORTED	375ml	16.09	
4.90423E+11	NIKKA COFFEY	MALT WHISKY	WHIS-JAPANESE	.750L	80.49	
4.90423E+12	NIKKA COFFEY	MALT WHISKY	WHIS-JAPANESE	.750L	80.49	
874130	BULLEIT	BOURBON	WHIS-AMERICAN	200ml	11.49	
81206602197	MACALLAN DOUBLE CASK	18 YR - DOUBLE CASK	WHIS-SCOTCH	.750L	448.49	4
81206602338	MACALLAN DOUBLE CASK	18 YR - DOUBLE CASK	WHIS-SCOTCH	.750L	448.49	4
08068696772	CRUZAN	PINEAPPLE	RUM-IMPORTED	750ML	12.64	
04900000371	POWERADE MIX	SPORT DRINKS	SODAS	20oz	2.29	34
04900000790	POWERADE MIX	SPORT DRINKS	SODAS	20oz	2.29	34
04900003278	POWERADE MIX	SPORT DRINKS	SODAS	20oz	2.29	34
04900004714	POWERADE MIX	SPORT DRINKS	SODAS	20oz	2.29	34
04900004566	POWERADE MIX	SPORT DRINKS	SODAS	20oz	2.29	34
04900000369	POWERADE MIX	SPORT DRINKS	SODAS	20oz	2.29	34
87671803284	ASSORTED SWEETHEART	GIFT BAG	MISC	UNIT	2.29	
87671802533	RETRO 24 OZ	COCKTAIL SHAKER	MISC	UNIT	22.99	19
08051604854	BANFI CENTINE	ROSSO	WINE-ITALY	750ml	13.79	
499770	DASANI	WATER	WATER-NON-CARBONATED	20oz	1.44	6
4.90423E+12	NIKKA COFFEY GRAIN	MALT WHISKY	WHIS-JAPANESE	.750L	91.99	
85246500671	WYNWOOD LA RUBIA	12PK CAN	BEER	12oz	25.29	
85867400552	FUNKY BUDDAHA HOP GUN	6PK BOTELLA IPA	BEER	12oz	13.67	
85867400562	FUNKY BUDDAHA HOP GUN	6PK BOTELLA IPA	BEER	12oz	13.67	
08807618254	JOHNNIE WALKER JANE	JANE 12 YRS	WHIS-SCOTCH	750ML	39.09	
FPN123	FRONTERA	PINOT NOIR	WINE-CHILE	1.5 L	11.49	
08273462684	FRONTERA	PINOT NOIR	WINE-CHILE	1.5 L	11.49	
9199202	FORTALEZA TEQUILA	REPOSADO	TEQUILA	750ml	229.99	
7.50222E+12	FORTALEZA TEQUILA	REPOSADO	TEQUILA	750ml	229.99	
7.50222E+12	FORTALEZA TEQUILA	BLANCO	TEQUILA	750ml	172.49	
898765	SKYY	WATERMELON	VODKA-IMPORTED	.750L	17.24	
72105900274	SKYY	WATERMELON	VODKA-IMPORTED	.750L	17.24	
08068692944	PINNACLE	VODKA	VODKA-IMPORTED	50ml	1.61	100
HG1R	HANGER 1	ROSE	VODKA-AMERICAN	750ML	32.19	3
81153801917	VIRGINIA BLACK	WHISKEY	WHIS-AMERICAN	750ml	42.54	
375TS	JOSE CUERVO	TRADICIONAL SILVER	TEQUILA	375ml	14.94	
81153801141	JOSE CUERVO	TRADICIONAL SILVER	TEQUILA	375ml	14.94	
RPO50	1800	REPOSADO	TEQUILA	50ml	4.01	33
81153801021	1800	REPOSADO	TEQUILA	50ml	4.01	33
1800S50	1800	SILVER	TEQUILA	50ml	4.01	60
81153801011	1800	SILVER	TEQUILA	50ml	4.01	60
266031	HORNITOS	PLATA	TEQUILA	375ml	20.69	3
08068683531	HORNITOS	PLATA	TEQUILA	375ml	20.69	3
324987	HORNITOS	REPOSADO	TEQUILA	375ml	21.84	3
08068683503	HORNITOS	REPOSADO	TEQUILA	375ml	21.84	3
08678866688	HAHN	CABERNET SAUVIGNON	WINE-CAL CABERNET SAVIGNON	750ml	16.09	22
08678888802	HAHN	PINOT NOIR	WINE-CAL PINOT NOIR	750ml	16.09	
0980012301	FERRERO ROCHER	3 PK BOMBON	SNACKS	EACH	1.61	
02200011437	ORBIT GUM TODOS	18 PC	MISC		1.35	
224830	ORBIT GUM TODOS	18 PC	MISC		1.35	
08048000690	HAVANA CLUB	ANEJO BLANCO	RUM-IMPORTED	50ml	1.44	
08048000692	HAVANA CLUB	ANEJO GOLD	RUM-IMPORTED	50ml	1.07	
81206602223	MACALLAN EXCEPTIONAL	SINGLE CASK	WHIS-SCOTCH	750ml	1149.99	
HALLNP	HALL NAPA 2014	CABERNET SAUVIGNON	WINE-CAL CABERNET SAVIGNON	750ml	57.49	
89215900057	HALL NAPA 2014	CABERNET SAUVIGNON	WINE-CAL CABERNET SAVIGNON	750ml	57.49	
65789171559	AUSTIN HOPE	CABERNET SAUVIGNON	WINE-CAL CABERNET SAVIGNON	750ml	68.99	10
HP200	HPNOTIQ	LIQUEUR	CORDIALS-IMPORTED	200ml	10.91	
08366487372	TULLAMORE DEW	IRISH WHISKY	WHIS-IRISH	375ml	19.19	
08469248414	SILVIO NARDI	ROSSO DI MONTALCINO	WINE-ITALY	750ml	22.99	
08900062010	99 BANANAS	BANANA 99 PROOF	LIQUOR-MISC	100ml	4.59	
8125722842	RASCAL	PINOT NOIR	WINE-CAL PINOT NOIR	750ml	14.94	
81257200842	RASCAL	PINOT NOIR	WINE-CAL PINOT NOIR	750ml	14.94	
89659900217	CHERRY PIE	PINOT NOIR	WINE-CAL PINOT NOIR	750ml	22.99	
76867596012	KING STATE	PINOT GRIS	WINE-CAL PINOT GRIGGIO	750ml	21.84	
76867596022	KING STATE	PINOT NOIR	WINE-CAL PINOT NOIR	750ml	31.04	
76867505432	NORTH BY	CABERNET SAUVIGNON	WINE-CAL CABERNET SAVIGNON	750ml	22.99	
76867511542	NORTH BY	CHARDONNAY	WINE-CAL CHARDONNAY	750ml	11.49	
KNSB	KNOB CREEK	SINGLE BARREL	WHIS-AMERICAN	750ML	52.89	
08603681547	CHRISTIAN BROTHERS	VS  BRANDY	BRANDY-AMERICAN	1.75L	25.29	2
6.74545E+11	DON JULIO	REPOSADO	TEQUILA	375ml	37.94	12
67454500060	DON JULIO	REPOSADO	TEQUILA	375ml	37.94	12
MATUA	MATUA	SAUVIGNON BLANC	WINE-NEW ZEALAND	.750L	13.79	
08981915802	MATUA	SAUVIGNON BLANC	WINE-NEW ZEALAND	.750L	13.79	
71788851002	HESS SELECT	CABERNET SAUBIGNON	WINE-CAL CABERNET SAVIGNON	750ml	22.99	
PENFOLDSC	PENFOLDS MAX'S	CABERNET SAUBIGNON	WINE-AUSTRALIA	750ml	25.29	
01235400112	PENFOLDS MAX'S	CABERNET SAUBIGNON	WINE-AUSTRALIA	750ml	25.29	
PENFSHIRAZ	PENFOLDS MAX'S	CHIRAZ CABERNET	WINE-AUSTRALIA	750ml	25.29	
01235400104	PENFOLDS MAX'S	CHIRAZ CABERNET	WINE-AUSTRALIA	750ml	25.29	
HESSALOMI	HESS ALLOMI	CABERNET SAUBIGNON	WINE-CAL CABERNET SAVIGNON	750ml	33.34	
71788841022	HESS ALLOMI	CABERNET SAUBIGNON	WINE-CAL CABERNET SAVIGNON	750ml	33.34	
19CRIMERED	19 CRIMES	RED BLEND	WINE-AUSTRALIA	750ml	14.94	
08981972019	19 CRIMES	RED BLEND	WINE-AUSTRALIA	750ml	14.94	
01235400099	19 CRIMES	RED BLEND	WINE-AUSTRALIA	750ml	14.94	
08981972020	19 CRIMES	CABERNET SAUVIGNON	WINE-AUSTRALIA	750ml	13.79	
01235400135	19 CRIMES	CABERNET SAUVIGNON	WINE-AUSTRALIA	750ml	13.79	
DARKRED	19 CRIMES THE BANISHED	DARK RED	WINE-AUSTRALIA	750ml	13.79	
01235400168	19 CRIMES THE BANISHED	DARK RED	WINE-AUSTRALIA	750ml	13.79	
REDRUM	19 CRIMES THE UPRISING	RED AGED 30 DAY RUM B	WINE-AUSTRALIA	750ml	13.79	
01235400193	19 CRIMES THE UPRISING	RED AGED 30 DAY RUM B	WINE-AUSTRALIA	750ml	13.79	
08068601809	JIM BEAM	DOUBLE OAK	WHIS-AMERICAN	750ML	24.14	2
NKT50	NAKED TURTLE	RUM WHITE	RUM-IMPORTED	50ml	1.07	
823290	NAKED TURTLE	RUM WHITE	RUM-IMPORTED	50ml	1.07	
08048098338	BACARDI	4 YEAR	RUM-IMPORTED	750ML	22.99	16
08048098340	BACARDI	10 YEAR	RUM-IMPORTED	750ML	44.84	5
SG2LT	SEAGRAM'S	GINGERALE	VODKA-AMERICAN	2.0L	5.74	
07297900418	SEAGRAM'S	GINGERALE	VODKA-AMERICAN	2.0L	5.74	
CVROSE	CAVIT	ROSE	WINE-ITALY	750ML	10.34	
08678521271	CAVIT	ROSE	WINE-ITALY	750ML	10.34	
GLENFARCLAS	GLENFARCLAS	25 YR - SINGLE MALT	WHIS-SCOTCH	750ML	275.99	
08800403344	GLENFARCLAS	25 YR - SINGLE MALT	WHIS-SCOTCH	750ML	275.99	
08066058255	HARTLEY	VSOP	BRANDY-IMPORTED	375ml	7.23	
089000582258	HARTLEY	VSOP	BRANDY-IMPORTED	200ml	4.36	
08900058258	HARTLEY	VSOP	BRANDY-IMPORTED	200ml	4.36	
08900058260	HARTLEY	VSOP	BRANDY-IMPORTED	100ml	2.29	
81206602087	MACALLAN EDICION	EDICION NO 1	WHIS-SCOTCH	750ML	1149.99	
VICE	VEUVE DE VERNAY	ICE	SPARK WINE-IMPORTED	750ml	16.09	10
81088501121	VEUVE DE VERNAY	ICE	SPARK WINE-IMPORTED	750ml	16.09	10
CAZULP	CLASE AZUL	PLATA	TEQUILA	750ml	183.99	
08124004954	CLASE AZUL	PLATA	TEQUILA	750ml	183.99	
08124004951	CLASE AZUL	REPOSADO	TEQUILA	750ml	218.49	4
85001427509	CLASE AZUL	REPOSADO	TEQUILA	750ml	218.49	4
CAREPO175	CLASE AZUL	REPOSADO	TEQUILA	1.75L	618.69	2
08124004175	CLASE AZUL	REPOSADO	TEQUILA	1.75L	618.69	2
78577400045	BENZIGER	MERLOT	WINE-CAL MERLOT	750ml	16.09	
78577400028	BENZIGER	ROSE	WINE-CAL ROSE	750ml	13.79	
08312000393	TRAPICHE MEDALLA	MALBEC	WINE-ARGENTINA	750ml	24.14	
08218400345	JACK DANIELS	RYE	WHIS-AMERICAN	.750L	27.59	1
71788811102	HESS COLL THE LION	CABERNET SAUBIGNON	WINE-CAL CABERNET SAVIGNON	750ml	244.94	
CRISTAL	HORNITOS	CRISTALINO	TEQUILA	750ML	36.79	
08068683580	HORNITOS	CRISTALINO	TEQUILA	750ML	36.79	
08410411591	PENDLETON	CANADIAN WHISKY	WHIS-CANADIAN	750ml	28.74	2
81153801932	PENDLETON	CANADIAN WHISKY	WHIS-CANADIAN	750ml	28.74	2
08410411592	PENDLETON	CANADIAN WHISKY	WHIS-CANADIAN	1.75L	41.39	
FR15YR	FOUR ROSES LIMITED	BARREL STRENGTH 15 YR	WHIS-AMERICAN	750ml	459.99	
04023259091	FOUR ROSES LIMITED	BARREL STRENGTH 15 YR	WHIS-AMERICAN	750ml	459.99	
08190800033	CONCANNON	CABERNET SAUVIGNON	WINE-CAL CABERNET SAVIGNON	750ml	18.39	
08312000369	D ORSAY ROSE	COTES DE PROVENCE	WINE-CAL ROSE	750ml	20.69	
67058000217	MCMANIS	MERLOT	WINE-CAL MERLOT	750ml	11.49	1
08312000359	STAVE & STEEL BOURBON	CABERNET SAUVIGNON	WINE-CAL CABERNET SAVIGNON	750ml	22.99	
08600382050	WOODBRIDGE	CH/PG/RED/CS	WINE	187ml	1.35	
08600382034	WOODBRIDGE	CH/PG/RED/CS	WINE	187ml	1.35	
08600382032	WOODBRIDGE	CH/PG/RED/CS	WINE	187ml	1.35	
08600382051	WOODBRIDGE	CH/PG/RED/CS	WINE	187ml	1.35	
MIROSE	MOET & CHANDON IMPERIAL	ICE ROSE	SPARK WINE-IMPORTED	750ML	96.59	8
08175382800	MOET & CHANDON IMPERIAL	ICE ROSE	SPARK WINE-IMPORTED	750ML	96.59	8
08900058259	HARTLEY	VSOP	BRANDY-IMPORTED	50ml	1.07	
RB ONIX	RON BARCELO	IMPERIAL ONIX	RUM-IMPORTED	.750L	47.14	3
85698100034	RON BARCELO	IMPERIAL ONIX	RUM-IMPORTED	.750L	47.14	3
85698100006	RON BARCELO	IMPERIAL ONIX	RUM-IMPORTED	.750L	47.14	3
08515667500	KETEL ONE BOTANICAL	PEACH & ORANGE	VODKA-IMPORTED	750ML	29.89	3
08515687500	KETEL ONE BOTANICAL	CUCUMBER & MINT	VODKA-IMPORTED	750ML	29.89	1
08515677500	KETEL ONE BOTANICAL	GRAPEFRUIT	VODKA-IMPORTED	750ML	29.89	2
72105900118	SKYY	PEACH	VODKA-AMERICAN	750ml	17.24	
72081589003	KOSKENKORVA	VODKA	VODKA-IMPORTED	750ml	26.44	1
JPIR	J.P CHENET	ICE ROSE	SPARK WINE-IMPORTED	750ML	17.24	
64158633886	J.P CHENET	ICE ROSE	SPARK WINE-IMPORTED	750ML	17.24	
7MOONS	7 MOONS	RED BLEND	WINE-CAL RED BLEND	750ml	13.79	
08600326100	7 MOONS	RED BLEND	WINE-CAL RED BLEND	750ml	13.79	
KFG	KONG FU GIRL	RIESLING	WINE-CAL RIELSING	750ml	13.79	
08600325300	KONG FU GIRL	RIESLING	WINE-CAL RIELSING	750ml	13.79	
08130800480	AVA GRACE	ROSE	WINE-CAL ROSE	375ml	5.74	
08130800479	AVA GRACE	PINOT GRIGIO	WINE-CAL PINOT GRIGGIO	375ml	5.74	
85191900421	BUTTERNUT	CHARDONNAY	WINE-CAL CHARDONNAY	375ml	6.89	
85191900419	BUTTERNUT	ROSE	WINE-CAL ROSE	375ml	6.89	
85191900422	BUTTERNUT	PINOT NOIR	WINE-CAL PINOT NOIR	375ml	6.89	
08469251130	POEMA	CAVA	SPARK WINE-IMPORTED	750ml	11.49	
08068693824	EFFEN	CUCUMBER	VODKA-IMPORTED	750ML	22.99	
89127800245	MONACO	BLUE CRUSH	READY TO DRINK	355ml	3.44	
08711600268	MONACO	BLUE CRUSH	READY TO DRINK	355ml	3.44	
08711600270	MONACO	BLUE CRUSH	READY TO DRINK	355ml	3.44	
08711600269	MONACO	BLUE CRUSH	READY TO DRINK	355ml	3.44	
89127800246	MONACO	BLUE CRUSH	READY TO DRINK	355ml	3.44	
89127800276	MONACO	TROPIC RUSH	READY TO DRINK	355ml	3.21	2
89127800229	MONACO	CITRUS RUSH VODKA	READY TO DRINK	355ml	3.44	
89127800237	MONACO	LIME CRUSH TEQUILA	READY TO DRINK	355ml	3.44	
F375	FRIS	VODKA	VODKA-AMERICAN	375ml	6.89	
08800403012	FRIS	VODKA	VODKA-AMERICAN	375ml	6.89	
08807618269	BUCHANAN'S	15 YEARS	WHIS-SCOTCH	750ML	68.99	
86024600171	FROSE	FROSE GLUTEN FREE	LIQUOR-MISC	1.0L	11.49	16
08200078650	AMERICAN ANTHEM	VODKA 5X DISTILLED	VODKA-AMERICAN	750ml	17.24	
AMERICAN175	AMERICAN ANTHEM	VODKA 5X DISTILLED	VODKA-AMERICAN	1.75L	28.74	
08200078651	AMERICAN ANTHEM	VODKA 5X DISTILLED	VODKA-AMERICAN	1.75L	28.74	
SMKROSE	SMOKE TREE	ROSE	WINE-CAL ROSE	750ml	19.54	
08515527352	SMOKE TREE	ROSE	WINE-CAL ROSE	750ml	19.54	
08048090594	HATUEY BEER	BEER 12 OZ 6PK	BEER	12oz	11.14	
02590022726	SWISHER SWEETS	MIXTOS 2X99	CIGARETTES	PACK	2.04	37
02590022727	SWISHER SWEETS	MIXTOS 2X99	CIGARETTES	PACK	2.04	37
02590020425	SWISHER SWEETS	MIXTOS 2X99	CIGARETTES	PACK	2.04	37
02590022733	SWISHER SWEETS	MIXTOS 2X99	CIGARETTES	PACK	2.04	37
085034600508	BELUGA	TRANSATLANTIC	VODKA-IMPORTED	750ML	39.09	
85034600508	BELUGA	TRANSATLANTIC	VODKA-IMPORTED	750ML	39.09	
904324	STILLHOUSE BLACK	BOURBON WHISKEY	WHIS-AMERICAN	750ml	32.19	
85144700223	STILLHOUSE BLACK	BOURBON WHISKEY	WHIS-AMERICAN	750ml	32.19	
SV50ML	SEAGRAM'S VODKA 100 PF	EXTRA SMOOTH	VODKA-AMERICAN	50ml	1.35	
72081598420	SEAGRAM'S VODKA 100 PF	EXTRA SMOOTH	VODKA-AMERICAN	50ml	1.35	
72081592023	TEMPLETON 6YR	RYE SMALL BATCH	WHIS-AMERICAN	750ml	45.99	8
76770700220	KERRYGOLD	IRISH CREAM	CORDIALS-AMERICAN	750ml	25.29	
76770701296	KERRYGOLD	IRISH CREAM	CORDIALS-AMERICAN	750ml	25.29	
81206602275	MACALLAN GOLD	GOLD	WHIS-SCOTCH	.750L	80.49	
72081598273	SEAGRAM'S VODKA	APPLE VODKA	VODKA-AMERICAN	.750L	13.79	1
72081598023	SEAGRAM'S VODKA	WATERMELON VODKA	VODKA-AMERICAN	.750L	14.94	
72081598883	SEAGRAM'S VODKA	PEACH VODKA	VODKA-AMERICAN	.750L	13.79	1
08835213270	BLOOD OATH #8	BOURBON WISKEY	WHIS-AMERICAN	750ml	344.99	1
08835213383	BLOOD OATH #8	BOURBON WISKEY	WHIS-AMERICAN	750ml	344.99	1
08835213913	BLOOD OATH #8	BOURBON WISKEY	WHIS-AMERICAN	750ml	344.99	1
08427900211	KINKY	ALOHA	LIQUOR-MISC	50ml	1.07	
08775201691	LOS ARANGO	BLANCO TEQUILA	TEQUILA	750ml	43.69	
08775201693	LOS ARANGO	REPOSADO TEQUILA	TEQUILA	750ml	57.49	
VS375	CIROC	BRANDY VS	BRANDY-IMPORTED	375ml	21.84	
825740	CIROC	BRANDY VS	BRANDY-IMPORTED	375ml	21.84	
VS750	CIROC	BRANDY VS	BRANDY-IMPORTED	750ml	37.94	
825750	CIROC	BRANDY VS	BRANDY-IMPORTED	750ml	37.94	
L8YR	LAGAVULIN 8 YRS	SINGLE MALT	WHIS-SCOTCH	750ML	75.89	
08807618063	LAGAVULIN 8 YRS	SINGLE MALT	WHIS-SCOTCH	750ML	75.89	
08068601214	BASIL HAYDENS	DARK RYE	WHIS-AMERICAN	.750L	54.04	
